year,month,DevelopmentRegion,tot_mkt_trans,no_res_trans,n_res_acreage_trans,n_res_fam,n_res_1fam_dwelling,n_res_strata,n_res_other,n_comm_tran,n_comm_comm,n_comm_strata_nores,n_comm_other,n_recr_tran,n_farm_tran,n_unkn_tran,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,n_foreign_tran,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid,RegionalDistrict,Municipality,n_res_1fam_suite,n_res_1fam_vacant_res,n_res_1fam_other,n_res_strata_row,n_res_strata_other,n_fth,n_nbh,sum_FMV_res,sum_FMV_foreign_res,md_FMV_foreign_res,mn_FMV_foreign_res,sum_invest_foreign_res,n_foreign_res,n_foreign_nonres,n_foreign_other
2016,6,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,43505748,332104.9,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,18230607,396317.5,265422.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,31013584,1069433.9,375000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,21606082,327364.9,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,13490815,224846.9,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Cariboo,313,285,58,4,182,12,14,13,7,NA,6,5,8,2,68726577,219573.7,195000,841525.3,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Kootenay,422,380,46,6,235,68,11,23,20,NA,3,10,6,3,125910049,298365,217500,2056693.4,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Mainland/Southwest,6314,6154,94,44,1846,2579,1475,126,42,56,28,23,4,7,5197765069,823212.7,519000,119717277.7,7840,256,247883981,968296.8,540800,24064623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Nechako & North Coast,154,147,32,NA,102,7,4,3,2,NA,1,1,2,1,28094129,182429.4,143000,351192.9,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Northeast,134,108,15,NA,76,9,7,10,9,NA,1,NA,16,NA,43615141,325486.1,239950,680108.8,2549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Thompson/Okanagan,1757,1640,125,9,900,396,160,53,26,16,11,33,26,5,742250326,422453.2,340236,11296133.5,4500,31,12407723,400249.1,340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Unknown/Rural,413,324,76,NA,177,25,31,34,5,24,5,25,10,20,138748331,335952.4,265000,2168385.7,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Vancouver Island/Coast,1971,1904,109,27,1128,441,149,51,24,13,14,8,2,6,960577365,487355.3,386000,15123013.7,5198.01,65,47370641,728779.1,679000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,10844939,258212.8,162500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Cariboo,253,238,61,1,149,17,6,12,9,NA,3,1,2,NA,58243581,230211.8,197000,725669.7,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Kootenay,312,292,39,4,193,39,6,10,7,NA,3,7,2,1,79500807,254810.3,221250,1114369.3,2359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Mainland/Southwest,5257,5057,65,44,1450,2284,1047,156,68,68,20,17,13,14,4549488103,865415.3,469900,104114804.8,6600,223,220129256,987126.7,536842,15642591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Nechako & North Coast,115,95,15,1,63,9,1,7,7,NA,NA,3,4,6,19007835,165285.5,140000,220088.9,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Northeast,118,67,16,NA,46,3,NA,19,19,NA,NA,NA,32,NA,28966799,245481.3,181250,394776.4,1692.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Thompson/Okanagan,1312,1244,84,5,725,338,43,39,22,4,13,15,10,4,572761257,436555.8,345900,8808808.8,4337.76,38,16388200,431268.4,369900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Unknown/Rural,344,292,69,NA,162,13,35,15,5,NA,10,20,14,3,108172895,314456.1,244154.5,1648923.7,2687.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Vancouver Island/Coast,1625,1532,75,12,855,415,123,75,30,27,18,9,3,6,797723839,490907,365000,13132822.3,4800,66,38509431,583476.2,506000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,16010246,271360.1,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Cariboo,232,199,51,4,106,3,30,11,10,0,1,5,13,4,53379653.15,230084.7119,193800,714748.71,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Kootenay,297,259,33,3,150,32,33,11,6,0,5,16,11,0,75842546.99,255362.1111,202500,1059810.82,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Mainland/Southwest,4528,4312,69,41,1184,1906,1024,150,64,51,35,53,5,8,3993991193,882065.1928,530000,94495275.63,8220,211,173677614,823116.6538,538000,17764387.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Nechako & North Coast,92,79,13,0,50,2,9,9,6,0,3,2,0,2,15824675.51,172007.3425,130000.5,198160.57,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Northeast,78,65,10,0,22,4,29,3,2,0,1,1,8,1,21726660.2,278546.9256,276500,268743.21,3242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,8326685.1,231296.8083,153500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Thompson/Okanagan,1073,1001,52,7,505,200,208,46,24,4,18,12,11,3,483025188.4,450163.2697,347500,7683265.46,4550,17,8950177,526481,395000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Unknown,72,69,0,0,2,4,62,1,0,0,1,1,1,0,32895744,456885.3333,332250,529293.44,4645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,Vancouver Island/Coast,1454,1394,79,10,689,255,336,44,16,12,16,11,4,1,674713138.1,464039.2972,365047.17,10398037.08,4800,71,47411857.38,667772.6392,615000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Cariboo,240,225,46,4,153,13,3,5,3,1,1,5,4,1,58492634.04,243719.3085,214750,759609.53,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Kootenay,291,247,40,3,154,37,8,22,21,0,1,16,5,1,70718476.25,243018.8187,168000,1048415.54,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Mainland/Southwest,4561,4368,60,52,1349,2042,789,158,50,90,18,26,6,3,4916162155,1077869.361,510000,114226294.8,7700,161,139365960.5,865627.084,665000,10274145.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Nechako & North Coast,108,91,16,0,63,4,2,8,5,0,3,3,6,0,21271350.58,196956.9498,160000,277615.72,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Northeast,148,108,18,0,57,5,24,3,3,0,0,1,32,4,37970627.48,256558.2938,243490.56,530572.92,2809.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,12166445.78,248294.8118,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Thompson/Okanagan,954,893,59,2,496,239,66,36,24,6,6,8,16,1,410783374.3,430590.5391,340000,6230406.2,4300,17,6908351,406373.5882,359000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Unknown,42,37,0,0,5,5,25,1,0,0,1,1,0,3,31157372.82,741842.21,408151,552738.12,6163.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,Vancouver Island/Coast,1451,1382,109,13,811,314,99,37,25,4,8,21,4,7,676596963.2,466297.0111,362500,10616583.76,4700,62,34369800.74,554351.6248,446428.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Cariboo,342,318,56,10,203,30,7,19,13,0,6,5,0,0,85000934.13,248540.7431,223000,1055802.54,2135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Kootenay,462,421,40,4,284,79,5,20,18,0,2,16,3,2,102119121,221037.0585,190000,1392650.76,1889.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Mainland/Southwest,6007,5821,79,56,1823,2723,1026,131,41,61,29,28,20,7,5150216589,857369.1675,525000,109482659.9,7940,184,359066452.9,1951448.113,659000,12743545.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Nechako & North Coast,161,148,34,0,105,3,0,6,6,0,0,3,1,3,32323160.52,200764.9722,180000,416340.23,1799.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Northeast,133,114,25,1,74,4,4,3,2,0,1,2,12,2,36826330.1,276889.7,250000,472817.17,2166.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,5460908.85,188307.2017,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Thompson/Okanagan,1548,1409,110,16,811,344,72,63,38,14,11,17,42,17,659446444.1,425998.9949,350000,10131109.89,4560,50,17566499.34,351329.9868,289685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Unknown,45,40,0,0,2,6,22,1,0,0,1,1,2,1,21183883.33,470752.9629,291500,353954.33,3830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,Vancouver Island/Coast,2111,2006,135,22,1144,475,191,63,35,13,15,35,4,3,991383885.3,469627.6103,370000,15476496.3,4910,78,40715855.84,521998.1518,438164.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Cariboo,354,315,74,2,213,16,5,13,10,0,3,5,21,0,79750934.77,225285.1265,200000,996175.06,1806.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Kootenay,405,381,45,2,226,89,6,9,7,0,2,9,4,2,99696589.34,246164.4181,224500,1350632.6,2490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Mainland/Southwest,5326,5146,67,28,1797,2488,617,126,44,66,16,35,12,7,4792370728,899806.7457,567750,102219001.4,9000,159,213089241.6,1340183.909,649900,10319700.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Nechako & North Coast,150,133,29,2,90,6,3,12,11,0,1,3,2,0,34838461.86,232256.4124,200000,496641.14,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Northeast,149,112,24,1,66,12,5,7,5,0,2,0,10,20,45097857.08,302670.1817,247125,702284.03,2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4421270,221063.5,139500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Thompson/Okanagan,1428,1354,90,8,809,344,75,23,16,3,4,28,20,3,642903723,450212.6912,362000,9997386.76,4798,15,26244035,1749602.333,334000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Unknown,61,58,0,0,5,7,40,1,0,0,1,2,0,0,36561933.42,599375.9577,394500,698809,5890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,Vancouver Island/Coast,1900,1832,117,22,1012,426,196,32,12,12,8,27,5,4,916448533.9,482341.3336,380000,14533565.53,5104.91,65,27083207.28,416664.7274,385000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Cariboo,498,462,90,2,328,28,3,8,5,0,3,6,16,6,112519337.1,225942.4439,200200,1429972.84,1894.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Kootenay,629,580,87,4,396,68,11,16,14,0,2,19,4,10,177985503.5,282965.8243,245000,2500667.03,2798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Mainland/Southwest,8328,8118,106,62,2837,3782,1187,140,44,76,20,44,13,13,7134589158,856698.9864,569847.5,148360178.6,9000,268,266005869.4,992559.214,602500,15873934.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Nechako & North Coast,238,214,60,1,135,10,2,13,13,0,0,7,4,0,47971773.71,201562.0744,203300,610877.48,2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Northeast,157,125,23,0,88,6,4,12,12,0,0,1,16,3,41563321.86,264734.5341,250000,588791.97,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,18397513,459937.825,314000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Thompson/Okanagan,2085,1986,132,11,1160,537,93,37,20,6,11,33,20,9,857624873.9,411330.8748,365500,12754524.59,5000,30,16194100,539803.3333,384400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Unknown,69,65,0,0,9,6,46,3,0,0,3,1,0,0,87196359.08,1263715.349,440000,1843273.59,7460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,Vancouver Island/Coast,2820,2710,146,50,1542,662,149,79,30,33,16,16,8,7,1335008274,473407.1892,385000,21014603.12,5301,98,72464256.67,739431.1905,632050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Cariboo,664,626,143,5,417,36,11,17,15,0,2,10,9,2,174299479.2,262499.2156,220000,2336228.34,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Kootenay,688,656,103,1,437,91,9,8,6,0,2,18,5,1,189233172.7,275048.2161,245000,2605353.9,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Mainland/Southwest,9484,9221,103,59,3487,4141,1294,206,43,122,41,25,16,16,8997206763,948672.1597,630000,195772774.5,10400,297,496470903.7,1671619.205,750000,23984703.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Nechako & North Coast,220,200,53,1,134,6,1,14,13,0,1,3,3,0,48107933.91,218672.4269,188500,637530.85,1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Northeast,202,138,22,2,100,4,4,13,11,0,2,1,46,4,60744369.46,300714.7003,235000,914247,2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,11859393.03,338839.8009,282000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Thompson/Okanagan,2539,2429,223,13,1457,555,118,62,45,8,9,27,18,3,1138310790,448330.3622,384000,17568055.21,5340,31,14076587,454083.4516,365000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Unknown,57,48,0,0,10,4,31,3,0,0,3,2,1,3,22674742.81,397802.5054,317000,512880.29,4380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,Vancouver Island/Coast,3133,2999,183,29,1818,715,182,83,32,39,12,39,2,10,1567228785,500232.6157,423900,25170511.92,5998,103,69969777.42,679318.2274,561800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,Cariboo,453,430,86,1,303,23,6,14,12,0,2,6,1,2,118700485.5,262031.9767,243000,1561122.43,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,Kootenay,594,557,81,2,383,72,8,15,10,0,5,13,7,2,169186549,284825.8401,249900,2432308.52,2910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,Mainland/Southwest,8960,8703,103,80,3213,3801,1379,184,53,108,23,21,16,36,8294211386,925693.235,645000,175886651.5,10661.75,294,345082576.3,1173750.259,709950,21571569.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,Nechako & North Coast,241,220,47,1,154,3,8,10,9,1,0,4,5,2,52959388.29,219748.4991,206000,684698.91,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
